ENTREZID	GENENAME	SYMBOL	L.major_4vsControl_logFC	L.major_4vsControl_test	L.major_8vsControl_logFC	L.major_8vsControl_test	L.major_24vsControl_logFC	L.major_24vsControl_test
10146	G3BP stress granule assembly factor 1	G3BP1	0.680114930688767	1	0.503894157956916	1	-0.104010755012126	0
9766	sushi domain containing 6	SUSD6	0.344159252712641	0	0.338175978669353	0	0.397466317913942	1
84933	chromosome 8 open reading frame 76	C8orf76	0.297404946085097	1	0.444135417199389	1	0.337681445177823	1
64924	solute carrier family 30 member 5	SLC30A5	0.13639833525537	0	0.497179547906963	1	0.444350146107109	1
55122	akirin 2	AKIRIN2	0.443473500013654	1	0.489473686476133	1	0.144426970763696	0
8531	Y-box binding protein 3	YBX3	0.414914324431727	1	0.474191320799067	1	0.18799523145422	0
9939	RNA binding motif protein 8A	RBM8A	0.307933420147911	0	0.534911850843693	1	0.233903819906761	0
80013	MINDY lysine 48 deubiquitinase 3	MINDY3	0.242745758654754	0	0.242952072095763	0	0.590568003957076	1
116496	niban apoptosis regulator 1	NIBAN1	0.285324899815025	0	0.553215804726763	1	0.236851039309656	0
2356	folylpolyglutamate synthase	FPGS	0.193713215780448	0	0.18885259369579	0	0.69102700648568	1
50848	F11 receptor	F11R	-0.310192654512418	0	0.155927077553235	0	1.22681823783585	1
3840	karyopherin subunit alpha 4	KPNA4	0.469979821098519	1	0.568748680310135	1	0.0334025912614031	0
4097	MAF bZIP transcription factor G	MAFG	0.480741545755807	1	0.434635033663966	1	0.155140130833606	0
57179	KIAA1191	KIAA1191	0.227451816472229	0	0.236318210620144	0	0.605955534362911	1
55023	pleckstrin homology domain interacting protein	PHIP	0.126020661959277	0	0.370468571798204	0	0.56914043746133	1
5515	protein phosphatase 2 catalytic subunit alpha	PPP2CA	0.372047801444731	0	0.535241347261202	1	0.155139585828042	0
282991	biogenesis of lysosomal organelles complex 1 subunit 2	BLOC1S2	0.333687127331036	0	0.323435449163494	0	0.404353978338296	1
5771	protein tyrosine phosphatase non-receptor type 2	PTPN2	0.167446892138999	0	0.310219626825875	0	0.582528409073204	1
171023	ASXL transcriptional regulator 1	ASXL1	0.356531954039413	0	0.481822056316595	1	0.219145927431857	0
58513	epidermal growth factor receptor pathway substrate 15 like 1	EPS15L1	0.308277334872159	0	0.566699551844186	1	0.181360630955398	0
3678	integrin subunit alpha 5	ITGA5	0.284188117584399	0	0.318823025650955	0	0.451345386077225	1
220869	COBW domain containing 5	CBWD5	0.194954293654233	0	0.236325858222264	0	0.622898286436616	1
5868	RAB5A, member RAS oncogene family	RAB5A	0.50681643365114	1	0.524916330485086	1	0.0200674528409372	0
6049	ring finger protein 6	RNF6	0.34459002037125	1	0.518052450752819	1	0.18833435249571	0
29110	TANK binding kinase 1	TBK1	0.146586824068136	0	0.350764667854399	0	0.552134787277616	1
134553	chromosome 5 open reading frame 24	C5orf24	0.386762396223196	1	0.349767677155485	1	0.312137167767588	1
56941	5-hydroxymethylcytosine binding, ES cell specific	HMCES	0.442791704507432	1	0.286447336072648	0	0.31804020779053	0
83440	ADP dependent glucokinase	ADPGK	0.0905519451109793	0	0.30445265091066	1	0.652239764997512	1
1738	dihydrolipoamide dehydrogenase	DLD	0.329002461809537	0	0.398027204148276	1	0.318566149251847	0
55646	Ly1 antibody reactive	LYAR	0.324693543573421	0	0.508114693554974	1	0.208856620159066	0
26512	integrator complex subunit 6	INTS6	0.483605299577908	1	0.47775385355272	1	0.0798213498289204	0
9695	ER degradation enhancing alpha-mannosidase like protein 1	EDEM1	0.243853761625811	0	0.324688904234982	0	0.472338187152731	1
4321	matrix metallopeptidase 12	MMP12	0.491444034198016	1	0.390755596853138	1	0.156436662518884	0
55870	ASH1 like histone lysine methyltransferase	ASH1L	0.318622207345006	0	0.436952391592342	1	0.281852225556658	0
57514	Rho GTPase activating protein 31	ARHGAP31	0.674098802601602	1	0.554361662759252	1	-0.194846864955984	0
122704	mitochondrial ribosomal protein L52	MRPL52	0.132891774020049	0	0.298705106307462	0	0.601654976675942	1
84220	RANBP2 like and GRIP domain containing 5	RGPD5	0.17227722383063	0	0.319751103320852	0	0.540478948347225	1
9040	ubiquitin conjugating enzyme E2 M	UBE2M	0.413542955081715	1	0.344606400050482	0	0.27186369130132	0
8774	NSF attachment protein gamma	NAPG	0.491620099804654	1	0.37348659467378	1	0.163861972363593	0
253461	zinc finger and BTB domain containing 38	ZBTB38	0.502672049434832	1	0.373214250569998	0	0.151707459230792	0
9516	lipopolysaccharide induced TNF factor	LITAF	0.293060256232124	1	0.410160901051729	1	0.323135343993563	1
151011	septin 10	SEPTIN10	0.440673528969079	0	0.63961929382358	1	-0.0540422887073344	0
4792	NFKB inhibitor alpha	NFKBIA	0.295044146277897	1	0.378469495275196	1	0.351770193724606	1
10221	tribbles pseudokinase 1	TRIB1	0.570231206346811	1	0.407825312054493	0	0.0466053290779715	0
5781	protein tyrosine phosphatase non-receptor type 11	PTPN11	0.552842030265417	1	0.344282826921642	1	0.126199242048557	0
11345	GABA type A receptor associated protein like 2	GABARAPL2	0.379788927375731	1	0.312931737111098	1	0.32481945760915	1
6201	ribosomal protein S7	RPS7	0.309456576281384	1	0.427931063689771	1	0.278094610988651	0
813	calumenin	CALU	0.199880157015549	0	0.352748257429701	1	0.462340789521935	1
57187	THO complex 2	THOC2	0.102991496476143	0	0.306708599162011	0	0.604905143579963	1
9728	SECIS binding protein 2 like	SECISBP2L	0.275985808328521	0	0.236854263417705	0	0.500007509763799	1
79646	pantothenate kinase 3	PANK3	0.313952328417205	1	0.341185843743887	1	0.35609429220129	1
5937	RNA binding motif single stranded interacting protein 1	RBMS1	0.430317714721518	1	0.453352545298811	1	0.124753168263396	0
6992	protein phosphatase 1 regulatory inhibitor subunit 11	PPP1R11	0.209394425055027	0	0.189191938833966	0	0.609694819773187	1
10099	tetraspanin 3	TSPAN3	0.0214230817427943	0	0.200018736109756	0	0.783384553995626	1
5717	proteasome 26S subunit, non-ATPase 11	PSMD11	0.385540212175375	1	0.47750888899569	1	0.14028739448309	0
11235	programmed cell death 10	PDCD10	0.281537843692426	1	0.449051642854851	1	0.272034102684708	1
11018	transmembrane p24 trafficking protein 1	TMED1	0.375631755882209	1	0.333697258467401	1	0.292167359635725	0
399474	transmembrane protein 200B	TMEM200B	0.091259024383751	0	0.39336621683262	0	0.515128956239623	1
10286	BCAS2 pre-mRNA processing factor	BCAS2	0.472445589624765	1	0.328767649487576	0	0.196279884636274	0
329	baculoviral IAP repeat containing 2	BIRC2	0.426324043368922	1	0.292892962117257	0	0.277758762204458	0
55666	NPL4 homolog, ubiquitin recognition factor	NPLOC4	0.442937684644724	1	0.302383122904503	1	0.245842428615743	0
2531	3-ketodihydrosphingosine reductase	KDSR	0.172739989568541	0	0.356401750629496	1	0.460950592942211	1
60677	CUGBP Elav-like family member 6	CELF6	0.613350711229277	1	0.512839666211166	0	-0.137184896561669	0
7716	vascular endothelial zinc finger 1	VEZF1	0.519545509358908	0	0.673040429517359	1	-0.20673741398403	0
7789	zinc finger X-linked duplicated A	ZXDA	0.394992106969214	0	0.434398290184889	1	0.154523766057284	0
493856	CDGSH iron sulfur domain 2	CISD2	0.127486995167709	0	0.228595347518979	0	0.627195275751387	1
3320	heat shock protein 90 alpha family class A member 1	HSP90AA1	0.465936227070568	0	0.319825779323214	1	0.195366014593679	0
10184	LHFPL tetraspan subfamily member 2	LHFPL2	0.301921518615364	0	0.404648232815985	1	0.273203528622219	0
56907	spire type actin nucleation factor 1	SPIRE1	0.351702843102858	0	0.546820559735364	1	0.0781755741033745	0
4205	myocyte enhancer factor 2A	MEF2A	0.512624974146135	1	0.63253837793485	1	-0.169477464949304	0
9961	major vault protein	MVP	0.0769736445503568	0	0.284806154722972	0	0.61089287068198	1
3987	LIM zinc finger domain containing 1	LIMS1	0.488939347260455	1	0.338246303632285	0	0.143886404553617	0
286451	Yip1 domain family member 6	YIPF6	0.199875689150256	0	0.339938371076382	0	0.430659359772973	1
4851	notch receptor 1	NOTCH1	0.60794170298175	1	0.569777822974341	1	-0.209460170473113	0
51132	ring finger protein, LIM domain interacting	RLIM	0.413661884735182	1	0.39127098429198	1	0.162175499819275	0
9922	IQ motif and Sec7 domain ArfGEF 1	IQSEC1	0.467794661927329	1	0.325470081368179	1	0.173839110193992	0
150472	COBW domain containing 2	CBWD2	0.127239387532963	0	0.218949690534787	0	0.61836959688738	1
79828	methyltransferase like 8	METTL8	0.322190087679095	0	0.4730760637404	1	0.168179813199316	0
406	aryl hydrocarbon receptor nuclear translocator like	ARNTL	0.189280614711862	0	0.607996391643988	1	0.16352560095771	0
57142	reticulon 4	RTN4	0.388672324654335	1	0.206794744493374	0	0.36251908111109	1
727758	Rho associated coiled-coil containing protein kinase 1 pseudogene 1	ROCK1P1	0.444530087759441	1	0.452629789479735	1	0.0526695002706319	0
23158	TBC1 domain family member 9	TBC1D9	-0.149149442946621	0	0.0546969388963046	0	1.04281094380523	1
54819	zinc finger CCHC-type containing 10	ZCCHC10	0.299923607004457	1	0.531562697853708	1	0.116056122484121	0
9643	mortality factor 4 like 2	MORF4L2	0.393307020980874	1	0.448224837151717	1	0.104280795495754	0
10213	proteasome 26S subunit, non-ATPase 14	PSMD14	0.353368982216956	1	0.43552064487417	1	0.155881100301485	0
10042	HMG-box containing 4	HMGXB4	0.389110866948146	1	0.28590831771119	0	0.269081399062978	0
7178	tumor protein, translationally-controlled 1	TPT1	0.588112169917249	1	0.455510509685279	1	-0.0998241555189932	0
285190	RANBP2 like and GRIP domain containing 4	RGPD4	0.144355109962579	0	0.262650715086046	0	0.535683693918253	1
51100	SH3 domain containing GRB2 like, endophilin B1	SH3GLB1	0.334491914203282	1	0.307295416184756	1	0.300275992256413	1
166929	sphingomyelin synthase 2	SGMS2	1.28341377026698	1	0.798113448980537	0	-1.14218586751269	-1
7322	ubiquitin conjugating enzyme E2 D2	UBE2D2	0.363965771464148	1	0.387162042988463	1	0.186479903317784	0
892	cyclin C	CCNC	0.364941680946334	0	0.437251434286301	1	0.134657687127287	0
90441	zinc finger protein 622	ZNF622	0.239625369720027	0	0.531271268350229	1	0.165904397153948	0
121260	solute carrier family 15 member 4	SLC15A4	0.198874822656968	0	0.40737041376911	1	0.328045786265434	0
91445	ring finger protein 185	RNF185	0.285866282381159	0	0.394441916580963	1	0.250241463211916	0
55132	La ribonucleoprotein 1B	LARP1B	0.612685205010699	1	0.531419678052165	1	-0.214889990121144	0
92259	mitochondrial ribosomal protein S36	MRPS36	0.268564551251766	0	0.25467991490672	0	0.405778519407349	1
4763	neurofibromin 1	NF1	0.188031080255278	0	0.228052292037454	0	0.511710489606081	1
8473	O-linked N-acetylglucosamine (GlcNAc) transferase	OGT	0.366986827022181	1	0.188183510360643	0	0.371635396398279	1
23387	SIK family kinase 3	SIK3	0.303518665725139	0	0.136001822534139	0	0.486962745757479	1
29115	SAP30 binding protein	SAP30BP	0.444315718066633	1	0.320061366462026	1	0.158881452442134	0
7534	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta	YWHAZ	0.411820688037785	1	0.327771800607932	1	0.177758261028121	0
90268	OTU deubiquitinase with linear linkage specificity	OTULIN	0.452163101484231	1	0.448052262769256	1	0.016599718938421	0
1386	activating transcription factor 2	ATF2	0.295245922327167	0	0.357352715797386	1	0.263199784881644	0
79834	pseudopodium enriched atypical kinase 1	PEAK1	0.987992579266397	1	0.371563776195828	0	-0.445094231024552	0
5290	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	PIK3CA	0.253739811920447	0	0.400893929297043	1	0.259047963113854	0
3329	heat shock protein family D (Hsp60) member 1	HSPD1	0.677682465930005	1	0.483629115589737	0	-0.248960709478245	0
166785	metabolism of cobalamin associated A	MMAA	0.0298717139526214	0	0.29205743545899	0	0.589684567290025	1
10068	interleukin 18 binding protein	IL18BP	0.507657403651987	0	-0.342544168334062	-1	0.744560496036426	1
339487	zinc finger and BTB domain containing 8 opposite strand	ZBTB8OS	-0.0915926739846782	0	0.0787270658608854	0	0.922253480985139	1
55145	THAP domain containing 1	THAP1	0.303246102882246	0	0.451288502067545	1	0.154182496147275	0
29959	nuclear receptor binding protein 1	NRBP1	0.252042204380041	0	0.439496804209842	1	0.214544279506775	0
55848	plasminogen receptor with a C-terminal lysine	PLGRKT	0.070377947427426	0	0.290734796051618	0	0.544647408821664	1
84084	RAB6C, member RAS oncogene family	RAB6C	0.158953671423314	0	0.406171606252816	1	0.335685438790325	0
2764	glia maturation factor beta	GMFB	0.275155492094566	0	0.38597423529548	1	0.239352336731985	0
5478	peptidylprolyl isomerase A	PPIA	0.322464226615402	0	0.660808049749033	1	-0.0839425050325424	0
9130	family with sequence similarity 50 member A	FAM50A	0.26358571347207	0	0.396417087901431	1	0.239152479101923	0
9140	autophagy related 12	ATG12	0.232816053083077	0	0.279569594374429	0	0.386196092212179	1
80256	family with sequence similarity 214 member B	FAM214B	0.298016354110631	0	0.45119617406146	1	0.148883891523678	0
64121	Ras related GTP binding C	RRAGC	0.140244590587628	0	0.532644311686594	1	0.224325379070518	0
8813	dolichyl-phosphate mannosyltransferase subunit 1, catalytic	DPM1	0.667096962057951	1	0.37439091773817	0	-0.144586188404507	0
9818	nucleoporin 58	NUP58	0.454123571938172	1	0.260486536368038	0	0.178113654315979	0
246184	cell division cycle 26	CDC26	0.171984292006789	0	0.193614540971165	0	0.524383762053182	1
79666	pleckstrin homology and FYVE domain containing 2	PLEKHF2	0.467500530870222	1	0.290791310854381	0	0.131039354134888	0
23312	Dmx like 2	DMXL2	0.182828901430225	0	0.0753971001436629	0	0.630242320294368	1
56262	leucine rich repeat containing 8 VRAC subunit A	LRRC8A	0.662137712374848	1	0.581098995773635	1	-0.355043568428874	0
11054	opioid growth factor receptor	OGFR	0.030244040819662	0	0.525616180863953	1	0.331643721697571	0
950	scavenger receptor class B member 2	SCARB2	-0.116110505366102	0	0.243930640777409	0	0.758545590139819	1
7536	splicing factor 1	SF1	0.417101533353772	1	0.366535943563775	1	0.0998129647354791	0
6654	SOS Ras/Rac guanine nucleotide exchange factor 1	SOS1	-0.0422487115333485	0	0.416041923428418	1	0.506318415073386	1
57466	SR-related CTD associated factor 4	SCAF4	0.353649138977101	1	0.406404332432812	1	0.115653457484621	0
23190	UBX domain protein 4	UBXN4	0.150474640177894	0	0.193758111992343	0	0.530936499974388	1
4799	nuclear transcription factor, X-box binding 1	NFX1	0.41150138413054	1	0.188621233888792	0	0.274763838648934	0
23165	nucleoporin 205	NUP205	0.316688849709642	1	0.376059951360864	1	0.180436320647265	0
7543	zinc finger protein X-linked	ZFX	0.417081402904168	1	0.357030686048423	1	0.0909361217988831	0
728492	small EDRK-rich factor 1B	SERF1B	0.0881159000162626	0	0.418150273399762	1	0.357599754326289	0
25816	TNF alpha induced protein 8	TNFAIP8	0.694278697393056	1	0.352060793397278	0	-0.18318661898855	0
196	aryl hydrocarbon receptor	AHR	-0.0384099678499172	0	0.391731591389281	0	0.507230937554853	1
7320	ubiquitin conjugating enzyme E2 B	UBE2B	0.27591079684472	0	0.415217432358691	1	0.168687040348395	0
2483	FSHD region gene 1	FRG1	0.118840055917717	0	0.342751933905317	1	0.395994432030182	1
211	5'-aminolevulinate synthase 1	ALAS1	0.280222920950601	0	0.0867806564357707	0	0.489000393758184	1
127933	U2AF homology motif kinase 1	UHMK1	0.299490636002508	0	0.20705488865349	0	0.349119607132337	1
4277	MHC class I polypeptide-related sequence B	MICB	-0.0331273172812452	0	0.375105328882942	0	0.513305418740295	1
60493	FAST kinase domains 5	FASTKD5	0.268693824053049	0	0.481004747514106	1	0.105541388127874	0
150383	cysteine rich DPF motif domain containing 1	CDPF1	-0.119690356822838	0	0.190017153660396	0	0.783387655489634	1
1857	dishevelled segment polarity protein 3	DVL3	0.239901953887946	0	0.270319779006591	0	0.34244069186896	1
54472	toll interacting protein	TOLLIP	0.55251654588724	1	0.583662919553767	1	-0.288073408062109	0
172	AFG3 like matrix AAA peptidase subunit 1, pseudogene	AFG3L1P	0.206497479050242	0	0.305933214852578	1	0.334870604770389	1
8481	OFD1 centriole and centriolar satellite protein	OFD1	0.100895584038513	0	0.187808340605983	0	0.557186910896936	1
3267	ArfGAP with FG repeats 1	AGFG1	0.548837786337323	1	0.572890463280737	1	-0.275873381417449	0
6303	spermidine/spermine N1-acetyltransferase 1	SAT1	0.158808804714113	0	0.349177473668403	1	0.33505825318527	1
51307	family with sequence similarity 53 member C	FAM53C	0.387400235736507	0	0.566372238237429	1	-0.110847253010165	0
5698	proteasome 20S subunit beta 9	PSMB9	-0.43650684764628	0	-0.0559589996293042	0	1.33183767734131	1
22978	5'-nucleotidase, cytosolic II	NT5C2	0.315846315410873	0	0.477216947045651	1	0.0454942450628177	0
3561	interleukin 2 receptor subunit gamma	IL2RG	0.237712231678813	0	0.283234726803757	0	0.317168865389233	1
149041	ring finger and CCCH-type domains 1	RC3H1	0.468421478396431	1	0.522916958630647	1	-0.157833377914171	0
23390	zinc finger DHHC-type containing 17	ZDHHC17	0.10553594400932	0	0.285456178147372	0	0.442349413141777	1
57606	SLAIN motif family member 2	SLAIN2	0.187227437550755	0	0.340228707425396	1	0.305612123649752	0
51061	thioredoxin domain containing 11	TXNDC11	0.199349387930944	0	0.260423522578453	0	0.369111708590246	1
79869	cleavage and polyadenylation specific factor 7	CPSF7	0.3506662276202	0	0.389440061354094	1	0.088223759021604	0
55591	vezatin, adherens junctions transmembrane protein	VEZT	0.268214880183884	0	0.546128895616091	1	0.0131797792958075	0
54165	defective in cullin neddylation 1 domain containing 1	DCUN1D1	0.137242078074792	0	0.423166098011992	1	0.265281567506719	0
25843	MOB family member 4, phocein	MOB4	0.233637305848951	0	0.41996759949485	1	0.168619736613159	0
201965	RWD domain containing 4	RWDD4	0.233964634890183	0	0.149097649901535	0	0.434101808177173	1
55863	transmembrane protein 126B	TMEM126B	0.151906355945259	0	0.174662754046915	0	0.490577543138112	1
10808	heat shock protein family H (Hsp110) member 1	HSPH1	0.517302043765932	1	0.39356577000035	0	-0.095435867492931	0
9690	ubiquitin protein ligase E3C	UBE3C	0.32394061066195	0	0.348285855999501	1	0.142646777899003	0
140885	signal regulatory protein alpha	SIRPA	0.224117992435074	0	0.255726541002595	0	0.333649110804641	1
64983	mitochondrial ribosomal protein L32	MRPL32	0.103585945689035	0	0.386903354374546	1	0.32146649376568	0
90861	Jupiter microtubule associated homolog 2	JPT2	0.700504654972542	1	0.462869816798845	1	-0.352208919519343	0
6421	splicing factor proline and glutamine rich	SFPQ	0.802305955238232	1	0.795317951008965	1	-0.78826793725988	-1
5930	RB binding protein 6, ubiquitin ligase	RBBP6	0.314955770781211	0	0.520409708220775	1	-0.0266320113989416	0
54503	zinc finger DHHC-type containing 13	ZDHHC13	-0.246495694856785	0	0.0740808139423166	0	0.98102808319199	1
9748	STE20 like kinase	SLK	0.216926335081249	0	0.305796903806559	1	0.2843832632462	1
23080	AVL9 cell migration associated	AVL9	0.298235904816933	1	0.355594672721651	1	0.152430369224756	0
11226	polypeptide N-acetylgalactosaminyltransferase 6	GALNT6	0.0890709180790843	0	0.237049512893122	0	0.480086030132361	1
7417	voltage dependent anion channel 2	VDAC2	0.258904320059926	0	0.3840045537624	1	0.161712461637817	0
4800	nuclear transcription factor Y subunit alpha	NFYA	0.360378599822697	1	0.28178242332463	0	0.161550831719227	0
25977	NECAP endocytosis associated 1	NECAP1	0.147510563403145	0	0.085410745083907	0	0.566067394354144	1
55831	ER membrane protein complex subunit 3	EMC3	0.252518315952104	0	0.199928946303693	0	0.343455977735358	1
79269	DDB1 and CUL4 associated factor 10	DCAF10	0.120898293389814	0	0.325019342163429	1	0.349775510449486	1
54461	F-box and WD repeat domain containing 5	FBXW5	0.114124413100813	0	0.162021735622899	0	0.519421519846281	1
1871	E2F transcription factor 3	E2F3	0.473654254193114	1	0.430999031692124	1	-0.110060734893118	0
23760	phosphatidylinositol transfer protein beta	PITPNB	0.47100624323412	1	0.326559853987732	0	-0.00304233104200335	0
9473	thymocyte selection associated family member 2	THEMIS2	-0.152009770505899	0	0.211873685362697	0	0.734025561128844	1
29103	DnaJ heat shock protein family (Hsp40) member C15	DNAJC15	0.075810889334587	0	0.196207238046627	0	0.517532412652088	1
57617	VPS18 core subunit of CORVET and HOPS complexes	VPS18	0.411660398788941	1	0.301000796074552	0	0.0756418147805729	0
55856	acyl-CoA thioesterase 13	ACOT13	0.157890326423074	0	0.123511252535309	0	0.506057445657698	1
6314	ataxin 7	ATXN7	-0.138832787826296	0	0.336175910634429	0	0.588298911559868	1
1195	CDC like kinase 1	CLK1	0.408967171213481	1	0.334991908067421	0	0.0407202631005319	0
2908	nuclear receptor subfamily 3 group C member 1	NR3C1	0.583391135219586	1	0.427468144318251	0	-0.226242063996713	0
3687	integrin subunit alpha X	ITGAX	0.145708466160487	0	0.375095390470959	1	0.257677390538648	0
8500	PTPRF interacting protein alpha 1	PPFIA1	0.188314780026511	0	0.344954777097479	1	0.242199242377533	0
6427	serine and arginine rich splicing factor 2	SRSF2	0.456483372012867	1	0.455419332720787	1	-0.139905010844688	0
84062	dystrobrevin binding protein 1	DTNBP1	-0.115289576713371	0	0.251472812655731	0	0.635061236234542	1
8894	eukaryotic translation initiation factor 2 subunit beta	EIF2S2	0.202057368572966	0	0.148388262999315	0	0.417206383243984	1
10336	polycomb group ring finger 3	PCGF3	0.23806593050716	0	0.346637826829095	1	0.180807670113305	0
3716	Janus kinase 1	JAK1	0.166499981751064	0	0.227762969870058	0	0.369574838104164	1
1198	CDC like kinase 3	CLK3	0.217079100131754	0	0.286330040162049	1	0.25934414327949	1
84268	RPA interacting protein	RPAIN	0.158184155000791	0	0.157203724807308	0	0.447208851165987	1
84945	abhydrolase domain containing 13	ABHD13	0.184883757116273	0	0.183428169144133	0	0.393613744576935	1
55700	MAP7 domain containing 1	MAP7D1	0.236054370772239	0	0.41714168511567	1	0.10783855391831	0
3183	heterogeneous nuclear ribonucleoprotein C	HNRNPC	0.448510571693765	1	0.426691671312915	1	-0.117856360909331	0
54020	solute carrier family 37 member 1	SLC37A1	-0.0999780547406264	0	0.203348900610038	0	0.652938939341238	1
9221	nucleolar and coiled-body phosphoprotein 1	NOLC1	0.606581131582642	1	0.511788838222845	1	-0.366219734398879	0
23545	ATPase H+ transporting V0 subunit a2	ATP6V0A2	-0.0444283005812558	0	0.267320967276293	0	0.528658827205231	1
10383	tubulin beta 4B class IVb	TUBB4B	0.420504230752677	0	0.477346807391253	1	-0.146464588050209	0
114769	caspase recruitment domain family member 16	CARD16	-0.114509078743025	0	0.315579974373312	0	0.548024985957797	1
57403	RAB22A, member RAS oncogene family	RAB22A	0.707436919847831	1	0.736129203393228	1	-0.696287264569747	-1
126014	osteoclast associated Ig-like receptor	OSCAR	-0.0733053539666173	0	0.249477122422189	0	0.566910792567443	1
9246	ubiquitin conjugating enzyme E2 L6	UBE2L6	-0.122275190770617	0	0.104438762955022	0	0.760415462739957	1
10971	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta	YWHAQ	0.212393113278784	0	0.364598653815769	1	0.164787842315697	0
2040	stomatin	STOM	-0.122244954863588	0	0.266618867525455	0	0.597133010565139	1
103	adenosine deaminase RNA specific	ADAR	-0.0761640366022984	0	0.321205976427549	0	0.49610079740369	1
23446	solute carrier family 44 member 1	SLC44A1	-0.108141421857992	0	0.306711565669289	0	0.541891450813228	1
80213	TM2 domain containing 3	TM2D3	0.146980672224831	0	0.273728929342722	0	0.319229677021074	1
23291	F-box and WD repeat domain containing 11	FBXW11	0.443492246240258	1	0.264196558201757	0	0.0322487913224041	0
55858	transmembrane protein 165	TMEM165	0.164374944508273	0	0.151432185624916	0	0.423662674195864	1
9990	solute carrier family 12 member 6	SLC12A6	0.392506567951186	1	0.466816085936609	1	-0.12340100208211	0
167153	terminal nucleotidyltransferase 2	TENT2	0.608197652995507	1	0.409133042991947	1	-0.282286579164255	-1
84901	nuclear factor of activated T cells 2 interacting protein	NFATC2IP	0.0838327129481282	0	0.183163037659824	0	0.464874328204283	1
10923	SUB1 regulator of transcription	SUB1	0.358407293183475	1	0.383773811899916	0	-0.0104776478355539	0
8726	embryonic ectoderm development	EED	0.125168008532317	0	0.169989505987999	0	0.434428439194599	1
10525	hypoxia up-regulated 1	HYOU1	0.424668372811089	1	0.388687647801246	1	-0.0871580152416058	0
10730	YME1 like 1 ATPase	YME1L1	0.210421415126206	0	0.332992476222822	1	0.175565922196848	0
23647	ADP ribosylation factor interacting protein 2	ARFIP2	0.0924160952313198	0	0.102728033829202	0	0.523816847442607	1
29978	ubiquilin 2	UBQLN2	0.149953943755165	0	0.249262522599832	0	0.318697999402021	1
9711	rubicon autophagy regulator	RUBCN	0.12403949072341	0	0.425948661706276	1	0.164929825581112	0
23507	leucine rich repeat containing 8 VRAC subunit B	LRRC8B	0.84216754850639	1	0.154775431953762	0	-0.289930690106532	0
9736	ubiquitin specific peptidase 34	USP34	0.205780403166919	0	0.172281343571482	0	0.32876320324373	1
11273	ataxin 2 like	ATXN2L	0.308380575231594	1	0.1599622963447	0	0.238316442075453	0
9962	solute carrier family 23 member 2	SLC23A2	-0.230574942434135	0	0.722493862582235	1	0.212258288305371	0
389898	ubiquitin conjugating enzyme E2 N like (gene/pseudogene)	UBE2NL	0.341536675457863	0	0.430147017837022	1	-0.068454333522757	0
23011	RAB21, member RAS oncogene family	RAB21	0.308834399306853	1	0.285087977821931	1	0.108941996678482	0
10915	transcription elongation regulator 1	TCERG1	0.42925048569162	1	0.396697952977654	1	-0.125325401804425	0
51119	SBDS ribosome maturation factor	SBDS	0.296846588690526	1	0.252506287293969	0	0.146743818434825	0
123811	FGFR1OP N-terminal like	FOPNL	0.244433074569798	0	0.502458598912611	1	-0.055401482834883	0
3142	H2.0 like homeobox	HLX	0.570324724258532	1	0.25768564905608	0	-0.138394609063909	0
79982	DnaJ heat shock protein family (Hsp40) member B14	DNAJB14	-0.0967970946722154	0	0.399305901651534	1	0.385563204698384	0
10209	eukaryotic translation initiation factor 1	EIF1	0.353155684675594	1	0.283284311610672	0	0.0485181474168126	0
90407	transmembrane protein 41A	TMEM41A	-0.378786553660854	0	0.117237128132349	0	0.945774798051659	1
387893	lysine methyltransferase 5A	KMT5A	0.67672416499631	1	0.376603929881618	1	-0.376668221280093	-1
79670	terminal uridylyl transferase 7	TUT7	0.499262113776274	1	0.204785609696392	0	-0.0276845517887327	0
80012	polyhomeotic homolog 3	PHC3	0.149361402756812	0	0.16017790142307	0	0.365823874228161	1
6428	serine and arginine rich splicing factor 3	SRSF3	0.508491359700637	1	0.277387917120238	0	-0.112092154552895	0
143187	vesicle transport through interaction with t-SNAREs 1A	VTI1A	0.144723338620047	0	0.162259578239768	0	0.366518660707504	1
136319	myotrophin	MTPN	-0.163260689254104	0	0.356395024184263	1	0.477922190221458	1
7334	ubiquitin conjugating enzyme E2 N	UBE2N	0.420650007476262	1	0.344700045190413	1	-0.0945809093797347	0
2932	glycogen synthase kinase 3 beta	GSK3B	0.283299569459759	1	0.215734284082705	0	0.170084702192677	0
26354	G protein nucleolar 3	GNL3	0.35779513243118	0	0.432016751343244	1	-0.127875751641859	0
10768	adenosylhomocysteinase like 1	AHCYL1	0.180356468236354	0	0.200254010667621	0	0.276526449613208	1
5886	RAD23 homolog A, nucleotide excision repair protein	RAD23A	0.0657302410667295	0	0.260657019418019	0	0.329093049797278	1
7416	voltage dependent anion channel 1	VDAC1	0.203289328544942	0	0.294603138683357	1	0.157082884833795	0
9125	CCR4-NOT transcription complex subunit 9	CNOT9	0.305640725767057	1	0.177706448551827	0	0.171178356271948	0
